Rank,Track,Artist,Streams,year,Album_Name,Duration_MS,Explicit,Track_Number_on_Album,Artist_Followers
15,Break My Heart,Dua Lipa,19003813,2020,Future Nostalgia,221820,FALSE,9,24169380
16,Supalonely,BENEE,18767669,2020,STELLA & STEVE,223480,TRUE,2,609128
17,HIGHEST IN THE ROOM,Travis Scott,18713474,2020,HIGHEST IN THE ROOM,175720,TRUE,1,16143636
18,Intentions (feat. Quavo),Justin Bieber,17639482,2020,Changes,212866,FALSE,4,44672226
19,Falling,Trevor Daniel,17451702,2020,Nicotine,159381,FALSE,10,600702
20,Sunday Best,Surfaces,16983467,2020,Where the Light Is,158571,FALSE,7,680415
21,Savage,Megan Thee Stallion,15790028,2020,Suga,155497,TRUE,2,3963838
22,Someone You Loved,Lewis Capaldi,15479120,2020,Divinely Uninspired To A Hellish Extent,182160,FALSE,4,7561393
23,Boss Bitch,Doja Cat,15474057,2020,Boss Bitch,134239,FALSE,1,6237625
24,Yo Perreo Sola,Bad Bunny,14959588,2020,YHLQMDLG,172127,FALSE,5,32304467
25,ROXANNE,Arizona Zervas,14950290,2020,ROXANNE,163636,TRUE,1,598152
26,Circles,Post Malone,14868230,2020,Hollywood's Bleeding,215280,FALSE,6,32192178
27,Safaera,Bad Bunny,14663836,2020,YHLQMDLG,295176,TRUE,14,32304467
28,ily (i love you baby) (feat. Emilee),Surf Mesa,14102313,2020,ily (i love you baby) (feat. Emilee),176546,FALSE,1,124547
29,Tusa,KAROL G,14096506,2020,Tusa,200960,FALSE,1,15985784
30,WHATS POPPIN,Jack Harlow,13550926,2020,Sweet Action,139741,TRUE,1,835625
31,In Your Eyes,The Weeknd,13468525,2020,After Hours,237520,TRUE,10,31348348
32,Physical,Dua Lipa,13247518,2020,Future Nostalgia,193829,FALSE,4,24169380
33,Adore You,Harry Styles,12987384,2020,Fine Line,207133,FALSE,3,14124053
34,Life Is Good (feat. Drake),Future,12053518,2020,Life Is Good (feat. Drake),237735,TRUE,1,10104988
35,Favorito,Camilo,12042862,2020,Por Primera Vez,209765,FALSE,3,8383807
36,Memories,Maroon 5,11717733,2020,Memories,189486,FALSE,1,30323494
37,bad guy,Billie Eilish,11587288,2020,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",194087,FALSE,2,41852475
38,Rojo,J Balvin,11501111,2020,Colores,150720,FALSE,3,27317844
39,Before You Go,Lewis Capaldi,11302486,2020,Divinely Uninspired To A Hellish Extent (Extended Edition),215106,FALSE,13,7561393
40,If the World Was Ending - feat. Julia Michaels,JP Saxe,11137128,2020,If the World Was Ending (feat. Julia Michaels),208687,FALSE,1,242221
41,Skechers,DripReport,10967603,2020,Skechers,106000,TRUE,1,89902
42,Señorita,Shawn Mendes,10591687,2020,Shawn Mendes (Deluxe),190799,FALSE,1,32473361
43,everything i wanted,Billie Eilish,10573399,2020,everything i wanted,245425,FALSE,1,41852475
44,I’m Ready (with Demi Lovato),Sam Smith,10561912,2020,I’m Ready (with Demi Lovato),200838,FALSE,1,16161094
45,Godzilla (feat. Juice WRLD),Eminem,10537834,2020,Music To Be Murdered By,210800,TRUE,7,43728461
46,STARGAZING,Travis Scott,9826799,2020,ASTROWORLD,270714,TRUE,1,16143636
47,Tattoo,Rauw Alejandro,9811036,2020,Tattoo,202886,FALSE,1,4455103
48,Ride It,Regard,9464360,2020,Ride It,157605,FALSE,1,130667
49,Breaking Me,Topic,9151645,2020,Breaking Me,166793,FALSE,1,136108
50,lovely (with Khalid),Billie Eilish,9073735,2020,lovely (with Khalid),200185,FALSE,1,41852475
51,BUTTERFLY EFFECT,Travis Scott,9053020,2020,ASTROWORLD,190557,FALSE,15,16143636
52,Walk Em Down (feat. Roddy Ricch),NLE Choppa,9022830,2020,Walk Em Down (feat. Roddy Ricch),173288,TRUE,1,2975108
53,Amarillo,J Balvin,8992781,2020,Colores,157733,FALSE,1,27317844
54,La Difícil,Bad Bunny,8803700,2020,YHLQMDLG,163084,TRUE,2,32304467
55,Lose Control,MEDUZA,8762220,2020,Lose Control,168387,FALSE,1,408113
56,PORFA,Feid,8691695,2020,FERXXO (VOL 1: M.O.R),232653,FALSE,5,502626
57,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,8621633,2020,Hollywood's Bleeding,157560,FALSE,12,32192178
58,Ignorantes,Bad Bunny,8539127,2020,YHLQMDLG,210606,TRUE,11,32304467
59,Lucid Dreams,Juice WRLD,8132391,2020,Goodbye & Good Riddance,239835,TRUE,3,17022072
60,Yummy,Justin Bieber,8087512,2020,Changes,208520,FALSE,5,44672226
61,Si Veo a Tu Mamá,Bad Bunny,8049558,2020,YHLQMDLG,170971,FALSE,1,32304467
62,hot girl bummer,blackbear,7815476,2020,hot girl bummer,185093,TRUE,1,4087783
63,Level of Concern,Twenty One Pilots,7760299,2020,Level of Concern,220051,FALSE,1,20127214
64,Morado,J Balvin,7632102,2020,Colores,200266,FALSE,5,27317844
65,RITMO (Bad Boys For Life),Black Eyed Peas,7537570,2020,RITMO (Bad Boys For Life),221714,TRUE,1,5601528
66,Diosa,Myke Towers,7467076,2020,Easy Money Baby,214013,TRUE,12,5021092
67,OUT WEST (feat. Young Thug),JACKBOYS,7416880,2020,JACKBOYS,157712,TRUE,5,410997
68,I Don't Care (with Justin Bieber),Ed Sheeran,7390228,2020,No.6 Collaborations Project,219946,FALSE,6,78967872
69,BELIEVE IT,PARTYNEXTDOOR,7182749,2020,PARTYMOBILE,183219,TRUE,10,2924629
70,Salt,Ava Max,7089676,2020,Salt,180283,FALSE,1,3294905
71,Like It Is,Kygo,7062486,2020,Like It Is,183067,FALSE,1,7372033
72,CITY OF ANGELS,24kGoldn,7001593,2020,DROPPED OUTTA COLLEGE,112493,FALSE,4,981370
73,High Fashion (feat. Mustard),Roddy Ricch,6975655,2020,Please Excuse Me For Being Antisocial,220486,TRUE,11,6000547
74,After Party,Don Toliver,6972812,2020,Heaven Or Hell,167915,TRUE,4,1391963
75,"10,000 Hours (with Justin Bieber)",Dan + Shay,6957328,2020,"10,000 Hours (with Justin Bieber)",167693,FALSE,1,2191938
76,You should be sad,Halsey,6936372,2020,Manic,205473,TRUE,4,14646339
77,Like That (feat. Gucci Mane),Doja Cat,6872422,2020,Hot Pink,163173,TRUE,6,6237625
78,Elegí (feat. Dímelo Flow),Rauw Alejandro,6861844,2020,Elegí (feat. Dímelo Flow),197721,FALSE,1,4455103
79,Selfish,Madison Beer,6806852,2020,Selfish,223270,FALSE,1,2921546
80,when the party's over,Billie Eilish,6798161,2020,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",196077,FALSE,7,41852475
81,Ballin' (with Roddy Ricch),Mustard,6753689,2020,Perfect Ten,180434,TRUE,9,847305
82,My Oh My (feat. DaBaby),Camila Cabello,6698472,2020,Romance,170746,FALSE,4,21110469
83,Shallow,Lady Gaga,6668088,2020,A Star Is Born Soundtrack,215733,FALSE,12,17071866
84,P2,Lil Uzi Vert,6614457,2020,Eternal Atake,234626,TRUE,16,11220496
85,Emotions,Ufo361,6586138,2020,Rich Rich,146012,FALSE,8,1653622
86,Know Your Worth,Khalid,6577048,2020,Know Your Worth,181436,FALSE,1,13736355
87,Hola - Remix,Dalex,6508858,2020,Hola (Remix),249520,FALSE,1,3343819
88,Turks (feat. Travis Scott),NAV,6503974,2020,Turks,161377,TRUE,1,2458760
89,Play Date,Melanie Martinez,6465535,2020,Cry Baby (Deluxe Edition),179867,TRUE,14,10004128
90,Beautiful People (feat. Khalid),Ed Sheeran,6456110,2020,No.6 Collaborations Project,197866,FALSE,1,78967872
91,Sigues Con El,Dímelo Flow,6405855,2020,Sigues Con El,226532,FALSE,1,220600
92,Boyfriend,Selena Gomez,6346736,2020,Rare (Deluxe),161188,FALSE,1,26725031
93,Vete,Bad Bunny,6297250,2020,YHLQMDLG,192024,TRUE,10,32304467
94,Moral of the Story,Ashe,6287050,2020,Moral of the Story,201083,TRUE,1,502189
95,In Your Eyes (feat. Alida),Robin Schulz,6284186,2020,In Your Eyes (feat. Alida),208222,FALSE,1,2701593
96,Falling,Harry Styles,6220273,2020,Fine Line,240133,FALSE,6,14124053
97,Believer,Imagine Dragons,6161875,2020,Evolve,204346,FALSE,4,33692509
98,Astronomia,Vicetone,6118256,2020,Astronomia,198095,FALSE,1,366726
99,rockstar (feat. 21 Savage),Post Malone,6099141,2020,beerbongs & bentleys,218146,TRUE,6,32192178
100,7 rings,Ariana Grande,6043728,2020,"thank u, next",178626,TRUE,10,61390454
101,La Santa,Bad Bunny,5930905,2020,YHLQMDLG,206420,TRUE,4,32304467
102,FIND MY WAY,DaBaby,5924411,2020,BLAME IT ON BABY,139890,TRUE,6,6512324
103,Lalala,Y2K,5871990,2020,Lalala,160626,TRUE,1,264413
104,After Hours,The Weeknd,5831279,2020,After Hours,361026,FALSE,13,31348348
105,Jocelyn Flores,XXXTENTACION,5812684,2020,17,119133,TRUE,2,26792113
106,Bandit (with YoungBoy Never Broke Again),Juice WRLD,5811740,2020,Bandit (with YoungBoy Never Broke Again),189322,TRUE,1,17022072
107,Watermelon Sugar,Harry Styles,5801880,2020,Fine Line,174000,FALSE,2,14124053
108,Suicidal (Remix) [feat. Juice WRLD],YNW Melly,5796367,2020,Suicidal (Remix) [feat. Juice WRLD],225857,TRUE,1,5851010
109,Happier,Marshmello,5767057,2020,Happier,214289,FALSE,1,30270515
110,Myron,Lil Uzi Vert,5762598,2020,Eternal Atake (Deluxe) - LUV vs. The World 2,224954,TRUE,1,11220496
111,SAD!,XXXTENTACION,5758083,2020,?,166605,TRUE,4,26792113
112,90-60-111,SHIRIN DAVID,5750861,2020,90-60-111,141386,TRUE,1,515927
113,Ransom,Lil Tecca,5749493,2020,We Love You Tecca,131240,TRUE,1,3565561
114,It's You,Ali Gatie,5687137,2020,YOU,212606,FALSE,1,1664688
115,YOSEMITE,Travis Scott,5686981,2020,ASTROWORLD,150043,TRUE,12,16143636
116,This City,Sam Fischer,5682453,2020,This City,194853,FALSE,1,101728
117,Kings & Queens,Ava Max,5656958,2020,Kings & Queens,162398,FALSE,1,3294905
118,@ MEH,Playboi Carti,5649830,2020,@ MEH,166799,TRUE,1,4583301
119,Gimme Love,Joji,5649255,2020,Gimme Love,214557,FALSE,1,4380769
120,No Idea,Don Toliver,5566678,2020,Heaven Or Hell,154424,FALSE,12,1391963
121,BOP,DaBaby,5526080,2020,KIRK,159714,TRUE,3,6512324
122,Jangueo,Alex Rose,5521031,2020,LOST,259600,FALSE,1,1938183
123,Bohemian Rhapsody - Remastered 2011,Queen,5502289,2020,A Night At The Opera (2011 Remaster),354320,FALSE,11,33527593
124,Heartless,The Weeknd,5501945,2020,After Hours,198266,TRUE,7,31348348
125,Shape of You,Ed Sheeran,5498006,2020,÷ (Deluxe),233712,FALSE,4,78967872
126,Robbery,Juice WRLD,5481478,2020,Death Race For Love,240050,TRUE,8,17022072
127,Lose You To Love Me,Selena Gomez,5469302,2020,Rare,206458,FALSE,4,26725031
128,Get You The Moon (feat. Snøw),Kina,5460157,2020,Get You The Moon (feat. Snøw),179080,FALSE,1,623279
129,What A Man Gotta Do,Jonas Brothers,5455722,2020,What A Man Gotta Do,180644,FALSE,1,5155098
130,Say You Won't Let Go,James Arthur,5430804,2020,Back from the Edge,211466,FALSE,2,7893527
131,PTSD,G Herbo,5429383,2020,PTSD,232064,TRUE,7,1158736
132,Goodbyes (Feat. Young Thug),Post Malone,5416179,2020,Goodbyes (Feat. Young Thug),174960,TRUE,1,32192178
133,Stupid Love,Lady Gaga,5415190,2020,Stupid Love,193530,FALSE,1,17071866
134,Without Me,Halsey,5369586,2020,Manic,201660,TRUE,9,14646339
135,What If I Told You That I Love You,Ali Gatie,5369055,2020,What If I Told You That I Love You,193667,FALSE,1,1664688
136,Bruises,Lewis Capaldi,5360492,2020,Divinely Uninspired To A Hellish Extent,220492,FALSE,2,7561393
137,MAMACITA,Black Eyed Peas,5321021,2020,MAMACITA,249142,TRUE,1,5601528
138,Perfect,Ed Sheeran,5267449,2020,÷ (Deluxe),263400,FALSE,5,78967872
139,China,Anuel AA,5255404,2020,China,301714,FALSE,1,17104436
140,Make You Mine,PUBLIC,5241650,2020,Make You Mine,232906,FALSE,2,156435
141,Sigues Con El - Remix,Arcangel,5224645,2020,Sigues Con El (Remix),189566,FALSE,1,6284492
142,Old Town Road - Remix,Lil Nas X,5139965,2020,7 EP,157066,FALSE,1,4587823
143,July,Noah Cyrus,5116060,2020,July,156106,FALSE,1,841098
144,LA CANCIÓN,J Balvin,5114199,2020,OASIS,242573,FALSE,5,27317844
145,No Me Conoce - Remix,Jhay Cortez,5069423,2020,Famouz,309120,FALSE,2,1923429
146,Fantasias,Rauw Alejandro,5067342,2020,Fantasias,199711,FALSE,1,4455103
147,Never Seen the Rain,Tones And I,5061991,2020,Never Seen the Rain,200755,FALSE,1,2712221
148,Por Primera Vez,Camilo,4988890,2020,Por Primera Vez,182708,FALSE,5,8383807
149,Wow.,Post Malone,4946044,2020,Hollywood's Bleeding,149546,TRUE,17,32192178
150,No Time To Die,Billie Eilish,4945763,2020,No Time To Die,242265,FALSE,1,41852475
151,Houdini (feat. Swarmz & Tion Wayne),KSI,4914429,2020,Houdini (feat. Swarmz & Tion Wayne),169354,FALSE,1,1732068
152,Sucker,Jonas Brothers,4902232,2020,Happiness Begins,181026,FALSE,1,5155098
153,Maniac,Conan Gray,4898472,2020,Kid Krow,185773,FALSE,3,3139458
154,Money In The Grave (Drake ft. Rick Ross),Drake,4893516,2020,The Best In The World Pack,205426,TRUE,2,54405324
155,A Gente Fez Amor - Ao Vivo,Gusttavo Lima,4880420,2020,O Embaixador in Cariri (Ao Vivo),237516,FALSE,2,11897634
156,Keii,Anuel AA,4863727,2020,Keii,210000,FALSE,1,17104436
157,Muévelo,Nicky Jam,4857369,2020,Muévelo,194892,FALSE,1,14294286
158,Suicidal,YNW Melly,4838577,2020,Melly vs. Melvin,222997,TRUE,2,5851010
159,Azul,J Balvin,4829570,2020,Colores,205933,FALSE,2,27317844
160,Sweet but Psycho,Ava Max,4808070,2020,Sweet but Psycho,187436,FALSE,1,3294905
161,Be Alright,Dean Lewis,4788019,2020,A Place We Knew,196493,TRUE,6,1577452
162,Can We Kiss Forever?,Kina,4761700,2020,Can We Kiss Forever?,187931,FALSE,1,623279
163,The Less I Know The Better,Tame Impala,4746921,2020,Currents,216320,TRUE,7,4844687
164,ocean eyes,Billie Eilish,4722260,2020,Ocean Eyes,200560,FALSE,1,41852475
165,All of Me,John Legend,4716619,2020,Love In The Future (Expanded Edition),269560,FALSE,6,5613220
166,Sasuke,Lil Uzi Vert,4701551,2020,Sasuke,251336,TRUE,1,11220496
167,Higher Love,Kygo,4691125,2020,Higher Love,228267,FALSE,1,7372033
168,Moonlight,XXXTENTACION,4665164,2020,?,135090,TRUE,3,26792113
169,Piece Of Your Heart,MEDUZA,4654911,2020,Piece Of Your Heart,152913,FALSE,1,408113
170,Callaita,Bad Bunny,4635750,2020,Callaita,250533,TRUE,1,32304467
171,Dancing With A Stranger (with Normani),Sam Smith,4612134,2020,Dancing With A Stranger (with Normani),171029,FALSE,1,16161094
172,Let Me Down Slowly,Alec Benjamin,4604335,2020,Narrated For You,169353,FALSE,4,2590985
173,Youngblood,5 Seconds of Summer,4602294,2020,Youngblood (Deluxe),203417,FALSE,1,7382514
174,A Tu Merced,Bad Bunny,4563495,2020,YHLQMDLG,175918,FALSE,12,32304467
175,SUGAR,BROCKHAMPTON,4554734,2020,GINGER,204533,TRUE,2,1767697
176,Eastside (with Halsey & Khalid),benny blanco,4523953,2020,FRIENDS KEEP SECRETS,170769,FALSE,1,763866
177,How Do You Sleep?,Sam Smith,4512297,2020,How Do You Sleep?,202204,FALSE,1,16161094
178,Better Now,Post Malone,4487505,2020,beerbongs & bentleys,231266,TRUE,9,32192178
179,Savage Remix (feat. Beyoncé),Megan Thee Stallion,4463942,2020,Savage Remix (feat. Beyoncé),242000,TRUE,1,3963838
180,High Hopes,Panic! At The Disco,4463462,2020,Pray for the Wicked,190946,FALSE,4,10637557
181,SLOW DANCING IN THE DARK,Joji,4448600,2020,BALLADS 1,209273,TRUE,2,4380769
182,Me Gusta,Shakira,4440661,2020,Me Gusta,190570,FALSE,1,21467047
183,If You’re Too Shy (Let Me Know) - Edit,The 1975,4429092,2020,If You’re Too Shy (Let Me Know),239876,FALSE,1,4865318
184,Something Just Like This,The Chainsmokers,4415603,2020,Memories...Do Not Open,247160,FALSE,5,17742887
185,Broke In A Minute,Tory Lanez,4406824,2020,The New Toronto 3,132023,TRUE,7,3621695
186,"Alone, Pt. II",Alan Walker,4395061,2020,"Alone, Pt. II",179052,FALSE,1,28057563
187,Tutu,Camilo,4393037,2020,Por Primera Vez,179339,FALSE,9,8383807
188,XO Tour Llif3,Lil Uzi Vert,4384635,2020,Luv Is Rage 2,182706,TRUE,16,11220496
189,Lights Up,Harry Styles,4380291,2020,Fine Line,172213,FALSE,4,14124053
190,All Girls Are The Same,Juice WRLD,4379150,2020,Goodbye & Good Riddance,165819,TRUE,2,17022072
191,"thank u, next",Ariana Grande,4377529,2020,"thank u, next",207320,TRUE,11,61390454
192,Hate Me (with Juice WRLD),Ellie Goulding,4367368,2020,Hate Me (with Juice WRLD),186223,FALSE,1,9346710
193,God's Plan,Drake,4362068,2020,Scorpion,198973,TRUE,5,54405324
194,I Like Me Better,Lauv,4354106,2020,I met you when I was 18. (the playlist),197436,FALSE,1,4160159
195,Dior,Pop Smoke,4321148,2020,Meet The Woo,216386,TRUE,6,5132294
196,If I Can't Have You,Shawn Mendes,4317283,2020,Shawn Mendes (Deluxe),191466,FALSE,3,32473361
197,Still Be Friends (feat. Tory Lanez & Tyga),G-Eazy,4299422,2020,Still Be Friends (feat. Tory Lanez & Tyga),213307,TRUE,1,4818368
198,Fantasias - Remix,Rauw Alejandro,4287730,2020,Fantasias (Remix) [feat. Farruko & Lunay],267241,FALSE,1,4455103
199,Girls Like You (feat. Cardi B),Maroon 5,4266332,2020,Red Pill Blues (Deluxe),235545,TRUE,22,30323494
200,Blanco,J Balvin,4214147,2020,Colores,145680,FALSE,10,27317844
1,Blinding Lights,The Weeknd,38464931,2020,After Hours,200040,FALSE,9,31348348
2,Toosie Slide,Drake,37583329,2020,Dark Lane Demo Tapes,247058,TRUE,5,54405324
3,THE SCOTTS,THE SCOTTS,35903259,2020,THE SCOTTS,165977,TRUE,1,176306
4,Roses - Imanbek Remix,SAINt JHN,33511709,2020,Roses (Imanbek Remix),176840,TRUE,1,694855
5,death bed (coffee for your head),Powfu,28117111,2020,death bed (coffee for your head),173333,FALSE,1,848682
6,Don't Start Now,Dua Lipa,25769315,2020,Future Nostalgia,183290,FALSE,2,24169380
7,ROCKSTAR (feat. Roddy Ricch),DaBaby,23563124,2020,BLAME IT ON BABY,181733,TRUE,7,6512324
8,Dance Monkey,Tones And I,22847376,2020,Dance Monkey,209754,FALSE,1,2712221
9,The Box,Roddy Ricch,22749571,2020,Please Excuse Me For Being Antisocial,196652,TRUE,2,6000547
10,Blueberry Faygo,Lil Mosey,22071945,2020,Certified Hitmaker,162546,TRUE,1,3549106
11,Say So,Doja Cat,21460156,2020,Hot Pink,237893,TRUE,5,6237625
12,Pain 1993 (with Playboi Carti),Drake,20132575,2020,Dark Lane Demo Tapes,149077,TRUE,10,54405324
13,Savage Remix (feat. Beyoncé),Megan Thee Stallion,18837354,2020,Savage Remix (feat. Beyoncé),242000,TRUE,1,3963838
14,Break My Heart,Dua Lipa,18727417,2020,Future Nostalgia,221820,FALSE,9,24169380
15,Supalonely,BENEE,18477082,2020,STELLA & STEVE,223480,TRUE,2,609128
16,Intentions (feat. Quavo),Justin Bieber,17237165,2020,Changes,212866,FALSE,4,44672226
17,SICKO MODE,Travis Scott,17220051,2020,ASTROWORLD,312820,TRUE,3,16143636
18,goosebumps,Travis Scott,16887862,2020,Birds In The Trap Sing McKnight,243836,TRUE,9,16143636
19,Righteous,Juice WRLD,16810085,2020,Righteous,243356,TRUE,1,17022072
20,Falling,Trevor Daniel,16751384,2020,Nicotine,159381,FALSE,10,600702
21,Sunday Best,Surfaces,16189442,2020,Where the Light Is,158571,FALSE,7,680415
22,Be Kind (with Halsey),Marshmello,15521530,2020,Be Kind (with Halsey),172761,FALSE,1,30270515
23,Chicago Freestyle (feat. Giveon),Drake,15099090,2020,Dark Lane Demo Tapes,220487,TRUE,3,54405324
24,Someone You Loved,Lewis Capaldi,15086534,2020,Divinely Uninspired To A Hellish Extent,182160,FALSE,4,7561393
25,Boss Bitch,Doja Cat,15082961,2020,Boss Bitch,134239,FALSE,1,6237625
26,Yo Perreo Sola,Bad Bunny,14760526,2020,YHLQMDLG,172127,FALSE,5,32304467
27,HIGHEST IN THE ROOM,Travis Scott,14622096,2020,HIGHEST IN THE ROOM,175720,TRUE,1,16143636
28,ROXANNE,Arizona Zervas,14429112,2020,ROXANNE,163636,TRUE,1,598152
29,Circles,Post Malone,14365837,2020,Hollywood's Bleeding,215280,FALSE,6,32192178
30,Safaera,Bad Bunny,14215438,2020,YHLQMDLG,295176,TRUE,14,32304467
31,ily (i love you baby) (feat. Emilee),Surf Mesa,14211267,2020,ily (i love you baby) (feat. Emilee),176546,FALSE,1,124547
32,Tusa,KAROL G,13199473,2020,Tusa,200960,FALSE,1,15985784
33,WHATS POPPIN,Jack Harlow,13098467,2020,Sweet Action,139741,TRUE,1,835625
34,In Your Eyes,The Weeknd,13000752,2020,After Hours,237520,TRUE,10,31348348
35,Adore You,Harry Styles,12719592,2020,Fine Line,207133,FALSE,3,14124053
36,Life Is Good (feat. Drake),Future,12199736,2020,Life Is Good (feat. Drake),237735,TRUE,1,10104988
37,Physical,Dua Lipa,12141100,2020,Future Nostalgia,193829,FALSE,4,24169380
38,Favorito,Camilo,11528393,2020,Por Primera Vez,209765,FALSE,3,8383807
39,Savage,Megan Thee Stallion,11512915,2020,Suga,155497,TRUE,2,3963838
40,Before You Go,Lewis Capaldi,11383834,2020,Divinely Uninspired To A Hellish Extent (Extended Edition),215106,FALSE,13,7561393
41,Memories,Maroon 5,11256886,2020,Memories,189486,FALSE,1,30323494
42,If the World Was Ending - feat. Julia Michaels,JP Saxe,11187333,2020,If the World Was Ending (feat. Julia Michaels),208687,FALSE,1,242221
43,Rojo,J Balvin,11185650,2020,Colores,150720,FALSE,3,27317844
44,bad guy,Billie Eilish,11120687,2020,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",194087,FALSE,2,41852475
45,Play Date,Melanie Martinez,10598399,2020,Cry Baby (Deluxe Edition),179867,TRUE,14,10004128
46,D4L,Future,10537097,2020,Dark Lane Demo Tapes,189176,TRUE,9,10104988
47,Señorita,Shawn Mendes,10457110,2020,Shawn Mendes (Deluxe),190799,FALSE,1,32473361
48,Skechers,DripReport,10073596,2020,Skechers,106000,TRUE,1,89902
49,Demons (feat. Fivio Foreign & Sosa Geek),Drake,9935989,2020,Dark Lane Demo Tapes,204805,TRUE,13,54405324
50,everything i wanted,Billie Eilish,9926659,2020,everything i wanted,245425,FALSE,1,41852475
51,Time Flies,Drake,9904749,2020,Dark Lane Demo Tapes,192931,TRUE,7,54405324
52,Godzilla (feat. Juice WRLD),Eminem,9841490,2020,Music To Be Murdered By,210800,TRUE,7,43728461
53,Desires (with Future),Drake,9628215,2020,Dark Lane Demo Tapes,237945,TRUE,6,54405324
54,Breaking Me,Topic,9562742,2020,Breaking Me,166793,FALSE,1,136108
55,Not You Too (feat. Chris Brown),Drake,9284383,2020,Dark Lane Demo Tapes,269680,TRUE,4,54405324
56,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,9058266,2020,Hollywood's Bleeding,157560,FALSE,12,32192178
57,Tattoo,Rauw Alejandro,9007065,2020,Tattoo,202886,FALSE,1,4455103
58,Say So (feat. Nicki Minaj),Doja Cat,8998212,2020,Say So (feat. Nicki Minaj),206220,TRUE,1,6237625
59,Ride It,Regard,8957939,2020,Ride It,157605,FALSE,1,130667
60,lovely (with Khalid),Billie Eilish,8813110,2020,lovely (with Khalid),200185,FALSE,1,41852475
61,PORFA,Feid,8789334,2020,FERXXO (VOL 1: M.O.R),232653,FALSE,5,502626
62,I’m Ready (with Demi Lovato),Sam Smith,8701215,2020,I’m Ready (with Demi Lovato),200838,FALSE,1,16161094
63,Amarillo,J Balvin,8657765,2020,Colores,157733,FALSE,1,27317844
64,La Difícil,Bad Bunny,8592760,2020,YHLQMDLG,163084,TRUE,2,32304467
65,Walk Em Down (feat. Roddy Ricch),NLE Choppa,8551869,2020,Walk Em Down (feat. Roddy Ricch),173288,TRUE,1,2975108
66,Ignorantes,Bad Bunny,8392265,2020,YHLQMDLG,210606,TRUE,11,32304467
67,Landed,Drake,8355036,2020,Dark Lane Demo Tapes,152195,TRUE,8,54405324
68,When To Say When,Drake,8304928,2020,Dark Lane Demo Tapes,223124,TRUE,2,54405324
69,Nicht verdient,Capital Bra,8289128,2020,Nicht verdient,176952,FALSE,1,3982267
70,Deep Pockets,Drake,8285754,2020,Dark Lane Demo Tapes,222928,TRUE,1,54405324
71,Qué Maldición,Banda MS de Sergio Lizárraga,7877129,2020,Qué Maldición,203360,FALSE,1,11155997
72,Lose Control,MEDUZA,7860048,2020,Lose Control,168387,FALSE,1,408113
73,War,Drake,7821869,2020,Dark Lane Demo Tapes,180000,TRUE,14,54405324
74,Lucid Dreams,Juice WRLD,7786850,2020,Goodbye & Good Riddance,239835,TRUE,3,17022072
75,Si Veo a Tu Mamá,Bad Bunny,7784545,2020,YHLQMDLG,170971,FALSE,1,32304467
76,Salt,Ava Max,7692348,2020,Salt,180283,FALSE,1,3294905
77,hot girl bummer,blackbear,7667660,2020,hot girl bummer,185093,TRUE,1,4087783
78,Morado,J Balvin,7489710,2020,Colores,200266,FALSE,5,27317844
79,Yummy,Justin Bieber,7386901,2020,Changes,208520,FALSE,5,44672226
80,RITMO (Bad Boys For Life),Black Eyed Peas,7376000,2020,RITMO (Bad Boys For Life),221714,TRUE,1,5601528
81,After Party,Don Toliver,7352475,2020,Heaven Or Hell,167915,TRUE,4,1391963
82,I Don't Care (with Justin Bieber),Ed Sheeran,7339771,2020,No.6 Collaborations Project,219946,FALSE,6,78967872
83,Diosa,Myke Towers,7266024,2020,Easy Money Baby,214013,TRUE,12,5021092
84,From Florida With Love,Drake,7216610,2020,Dark Lane Demo Tapes,234782,TRUE,12,54405324
85,Level of Concern,Twenty One Pilots,7068247,2020,Level of Concern,220051,FALSE,1,20127214
86,Elegí (feat. Dímelo Flow),Rauw Alejandro,7057790,2020,Elegí (feat. Dímelo Flow),197721,FALSE,1,4455103
87,BELIEVE IT,PARTYNEXTDOOR,6959120,2020,PARTYMOBILE,183219,TRUE,10,2924629
88,Like It Is,Kygo,6919159,2020,Like It Is,183067,FALSE,1,7372033
89,Losses,Drake,6894756,2020,Dark Lane Demo Tapes,271183,TRUE,11,54405324
90,You should be sad,Halsey,6798006,2020,Manic,205473,TRUE,4,14646339
91,Ballin' (with Roddy Ricch),Mustard,6769439,2020,Perfect Ten,180434,TRUE,9,847305
92,CITY OF ANGELS,24kGoldn,6754099,2020,DROPPED OUTTA COLLEGE,112493,FALSE,4,981370
93,High Fashion (feat. Mustard),Roddy Ricch,6712436,2020,Please Excuse Me For Being Antisocial,220486,TRUE,11,6000547
94,"10,000 Hours (with Justin Bieber)",Dan + Shay,6699478,2020,"10,000 Hours (with Justin Bieber)",167693,FALSE,1,2191938
95,Shallow,Lady Gaga,6684451,2020,A Star Is Born Soundtrack,215733,FALSE,12,17071866
96,when the party's over,Billie Eilish,6650928,2020,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",196077,FALSE,7,41852475
